pk_cid,Probability_ema_acount
1468803,0.828269294859713
1469837,0.8274360417865615
1483414,0.8269455351288514
1501934,0.826739193608672
1475312,0.8251059196015318
1485996,0.8246658505960761
1509911,0.8236165570012466
1491060,0.8223690632868113
1502610,0.8220127188789844
1499428,0.8214005414149789
1496366,0.8205702401386323
1479666,0.8200484188948055
1433839,0.8198652085806684
1433441,0.8183426678724848
1436059,0.8169172761067699
1482013,0.8163945609816361
1450455,0.8161464623826669
1445750,0.8153316829393696
1432867,0.8153316829393696
1488502,0.8152060346071086
1460531,0.815178450723627
1450378,0.814977017221706
1485663,0.8148270394005271
1405236,0.8139185258825841
1432748,0.8138898265507708
1451656,0.8137591556060849
1423666,0.8136280108185738
1434322,0.8136280108185738
1430495,0.8136280108185738
1430316,0.8134519375483481
1449486,0.8134519375483481
1455019,0.8134519375483481
1475073,0.8132508184880464
1459978,0.8130982556862911
1475262,0.8130412486659895
1417505,0.8129516402258604
1434976,0.8126858632172687
1470557,0.8125865518613703
1498343,0.8125358846867635
1428345,0.8122340759327271
1444617,0.8122340759327271
1454640,0.8122340759327271
1431411,0.8122340759327271
1488067,0.8120823099766675
1425950,0.8118649424337313
1439153,0.8113061424875525
1449442,0.8101303611451074
1452799,0.8094514491515858
1407930,0.8081355018447516
1431333,0.8073853245367142
1459868,0.8072949864553247
1457045,0.8069586807329031
1472629,0.8050782123098296
1461791,0.8049033187373877
1411189,0.804704234164886
1466173,0.8044697221352236
1426525,0.8041324823864294
1409687,0.8039881295749103
1453147,0.8016506864522213
1407730,0.8016198295655033
1452071,0.8012038679825053
1412977,0.801036353249904
1502573,0.8009180874606266
1438532,0.8001172036918924
1424073,0.798817668765563
1431538,0.7979867426197558
1466448,0.7977552601907996
1438453,0.7972324766720328
1416914,0.797104290171436
1466683,0.7968819298153904
1493010,0.796011475937816
1454914,0.7958028416682575
1478203,0.7956324807312346
1488345,0.7952109792144837
1496683,0.7946253716429367
1470049,0.7943651568346686
1456859,0.7942797031211244
1182633,0.7938669807676006
1475344,0.7938415795980915
1429021,0.7937300014888339
1032862,0.7937058959163134
1073554,0.7931722989229125
1431265,0.7927259515643164
1431841,0.7927259515643164
1429438,0.7926579359851874
1158487,0.7926484148162006
1419710,0.7919638465142191
1441153,0.7918842487547286
1419183,0.7909597965897015
1416359,0.7908917810105727
1143726,0.7907357802441668
1075078,0.7903840869588804
1483935,0.7898680166943671
1426505,0.7887986255289561
1442056,0.7877863141384138
1474169,0.7874642742895022
1025565,0.7868856169365055
1195099,0.7866483792662599
1476980,0.7862464549428257
1063175,0.7861795820492102
1445807,0.7856895044168788
1087604,0.7851403034991468
1108608,0.7843314609813864
1165887,0.7840950771476151
1473539,0.7836299092047461
1068753,0.7829938689235086
1176629,0.7799217057548099
1451596,0.7791443903025222
1445326,0.7791443903025222
1428338,0.7791443903025222
1469600,0.7771573095026381
1507854,0.7757699288606626
1450235,0.7736185527521136
1022739,0.7735989462677144
1029632,0.7720844928358317
1499905,0.771787460827034
1069332,0.7706447619302776
1469681,0.7701047424187089
1480185,0.7693416759561423
1144286,0.7667849666893104
1269113,0.7666000261822665
1486998,0.7661417811789785
1169153,0.7660729106744737
1454138,0.7659163726500426
1426258,0.765650037208171
1320963,0.7654501748508785
1287897,0.7646559618829118
1153036,0.7641500231206743
1276753,0.7629160143855309
1326093,0.7628029693615405
1142431,0.7624075432063092
1283491,0.7615530656161259
1322602,0.7592542481120498
1228968,0.7584466290301253
1286400,0.7563488602612494
1306284,0.7557178203071409
1423811,0.7548921497241697
1321958,0.754352529718409
1287533,0.7510450142359529
1326167,0.7504176982690038
1220603,0.7479484307599118
1307633,0.7465035851660398
1162085,0.7414201030798457
1286415,0.7388644040766835
1200213,0.7385667757838275
1318583,0.7360175375334551
1443023,0.7347323641164286
1509288,0.7333378663086997
1029914,0.7279508169555575
1057934,0.7259587645432485
1307210,0.7255522719799349
1514216,0.7166719363489038
1474604,0.7148070986702424
1100697,0.7139377354854333
1169778,0.7125992457618529
1142213,0.7122985666250647
1116503,0.7118022192914102
1144694,0.7112322184003224
1357654,0.7081484494287061
1176520,0.7037780320249835
1335781,0.7030012522064095
1341626,0.6989842486175714
1335030,0.6989113331198391
1432905,0.6979669970490369
1033966,0.697609767480394
1357314,0.6929983213662114
1504816,0.690954913229438
1193962,0.6905993922200138
1028932,0.6859478479627972
1310020,0.683590635429648
1009295,0.6830953377762891
1147129,0.6820117083675942
1162937,0.6812994815796701
1446131,0.6811928733700976
1158570,0.6734183492380217
1339838,0.6710053472003698
1323712,0.668728325368667
1106725,0.6667384142894671
1290841,0.6658037940793251
1088218,0.6647376330182735
1315920,0.6640492130690452
1084852,0.6637648209916563
1277446,0.6616268857096412
1034432,0.6600650219166908
1313899,0.6561006679398355
1218540,0.6534470964630138
1287253,0.6506257411852244
1279082,0.6506257411852244
1206264,0.6505968746991959
1435780,0.6498382478178643
1436036,0.6479309343774845
1431268,0.6475261029169658
1149286,0.6429993134042755
1278369,0.6427455052158147
1506554,0.6400390103762204
1336872,0.6395382846934239
1363489,0.6359759800536134
1431115,0.6350414770274112
1340500,0.6314058173081124
1485823,0.6310285883719128
1211967,0.6227802911594643
1258917,0.6218484854741163
1436629,0.6208774511524277
1294634,0.6183222734863949
1425510,0.6166477497740708
1427764,0.6156792070718431
1430782,0.6123846399323282
1437130,0.6099676206960287
1257094,0.6092376237636822
1467490,0.6030824106404743
1023666,0.6017565653332754
1075681,0.601036854061794
1126027,0.5999248085138893
1237491,0.599422099454417
1271651,0.5916312003167613
1073094,0.5914716954733263
1307598,0.5907175286622453
1064648,0.5891337441961109
1435170,0.5886018592093323
1233750,0.5869523196889977
1410139,0.5861564624394302
1502224,0.5830707786820379
1050197,0.5825979921097851
1177504,0.5817093084336539
1038481,0.5809959732752742
1195559,0.5794793494305881
1444021,0.578238624479455
1444735,0.5774603850949664
1004288,0.5764849978631991
1547115,0.5758357871016886
1132037,0.5745951331782968
1461002,0.573396340105529
1495568,0.5658400139609833
1275289,0.5654122840910597
1530602,0.5623387753871947
1460300,0.5622647399685408
1391036,0.5547142984614903
1450163,0.5532894138471058
1454370,0.547184248463478
1468332,0.5462564787982722
1004067,0.5436585187815722
1497258,0.5399694238136006
1521264,0.5385952310730013
1496188,0.5367412802954298
1468627,0.5246301377095566
1541480,0.519363874158811
1342535,0.5160939494174731
1360631,0.5143238637944205
1388841,0.5104078320225268
1507000,0.5089549744514456
1493305,0.49901582704758446
1542950,0.49767351242950475
1536323,0.4973806911772872
1519329,0.4972349551352235
1521285,0.4965935382193749
1389032,0.49523934043953777
1540055,0.4940095580711059
1521999,0.4932011554300072
1487263,0.49282419878859374
1257673,0.49170680210092665
1256167,0.49104319103960364
1475824,0.4903941523095848
1503576,0.4841663021849798
1497588,0.48234984190119007
1024003,0.48126612507054145
1540371,0.4791228456257958
1503028,0.477207769210213
1461928,0.4764299739595297
1530668,0.4745424483961075
1543571,0.4732534922363871
1536191,0.4732534922363871
1480068,0.47318260429513553
1441931,0.4701815535524289
1432234,0.4695159907171776
1503574,0.4689740537580706
1546397,0.4686114501544329
1152413,0.4635910653039636
1381905,0.46267546678494115
1436019,0.45812565588682524
1536662,0.45810480524332503
1529540,0.45755703252879115
1469127,0.4547670727142999
1538414,0.4542271480955773
1418701,0.4540456305431804
1435982,0.4512303266416175
1438272,0.45089764552915446
1545265,0.4508390537320973
1546672,0.4507104209932033
1462738,0.4505269160306175
1098541,0.450421519598819
1405346,0.4501543960363808
1437143,0.44968663996586994
1404049,0.44767479779407077
1399224,0.4473164155176629
1208291,0.446995622381744
1392084,0.44659997309297517
1436598,0.4451313421680529
1392341,0.4448818584212631
1544653,0.44467391913040716
1466092,0.4442924861222586
1260483,0.44308361669216345
1429448,0.4423010180086103
1516514,0.44207607845329977
1254461,0.44082814067611237
1466163,0.4406104216472844
1460771,0.4400955548014412
1392863,0.4398352961492349
292976,0.43944270931299884
1468634,0.43941157126890673
1467151,0.43941157126890673
1431292,0.43939367371576743
1214677,0.4392434153268062
1520760,0.4391044765644307
1229457,0.43906659293000316
1403888,0.43891582677429547
1470216,0.4388424137058256
1240061,0.4384047689604363
1530879,0.4382255910749091
1126665,0.43821725071172507
1106235,0.43805104633207326
1536502,0.43768322965909756
1398149,0.4373486460323452
1491264,0.4372165862585016
1546147,0.4367199132477708
260206,0.43656780394641664
1477175,0.43647395854320825
1301745,0.43635463829073484
1522190,0.43620692912529907
1406858,0.4358824773910328
1440535,0.4358519992803327
1262889,0.4358062745849724
1437015,0.43579020774025023
1525824,0.435258412075072
1353997,0.43510686554356925
1391895,0.43478227935231634
1447624,0.43459428389243693
